make,model_year,horsepower,mpg
Cadillac,2011 Cadillac CTS Sport Sedan,270,45
Cadillac,2011 Cadillac CTS Sport Sedan,270,45
Cadillac,2011 Cadillac CTS Sport Sedan,270,42
Cadillac,2011 Cadillac CTS Sport Sedan,270,45
Cadillac,2011 Cadillac CTS Sport Sedan,270,45
Cadillac,2011 Cadillac CTS Sport Sedan,270,45
Cadillac,2011 Cadillac CTS Sport Sedan,304,41
Cadillac,2011 Cadillac CTS Sport Sedan,304,45
Cadillac,2010 Cadillac CTS Sport Sedan,270,45
Cadillac,2011 Cadillac CTS Sport Sedan,304,41
Cadillac,2011 Cadillac CTS Sport Sedan,304,45
Cadillac,2011 Cadillac CTS Sport Sedan,304,45
Cadillac,2011 Cadillac CTS Sport Sedan,270,42
Toyota,2011 Toyota Sequoia,310,34
Toyota,2011 Toyota Sequoia,310,33
Toyota,2011 Toyota Sequoia,381,31
Toyota,2011 Toyota Sequoia,381,29
Toyota,2011 Toyota Sequoia,381,32
Toyota,2011 Toyota Sequoia,381,31
Toyota,2011 Toyota Sequoia,381,29
Toyota,2011 Toyota Sequoia,381,32
Toyota,2011 Toyota Sequoia,381,31
Toyota,2011 Toyota Sequoia,381,29
BMW Motorrad,2010 BMW 3 Series Convertible,230,43
BMW,2010 BMW 3 Series Convertible,300,43
BMW,2010 BMW 3 Series Convertible,300,43
BMW Motorrad,2010 BMW 3 Series Convertible,230,45
Infiniti,2009 Infiniti EX,297,41
Infiniti,2009 Infiniti EX,297,39
Infiniti,2009 Infiniti EX,297,41
Infiniti,2009 Infiniti EX,297,39
Mercedes,2011 Mercedes-Benz E-Class Cabriolet,382,37
Mercedes,2011 Mercedes-Benz E-Class Cabriolet,268,42
BMW Motorrad,2011 BMW 3 Series Convertible,230,43
BMW,2011 BMW 3 Series Convertible,300,47
BMW Motorrad,2011 BMW 3 Series Convertible,230,45
BMW,2011 BMW 3 Series Convertible,320,44
BMW,2011 BMW 3 Series Convertible,300,47
Infiniti,2010 Infiniti EX,297,41
Infiniti,2010 Infiniti EX,297,39
Infiniti,2010 Infiniti EX,297,41
Infiniti,2010 Infiniti EX,297,39
Mercedes,2010 Mercedes-Benz E-Class Coupe,382,38
Mercedes,2010 Mercedes-Benz E-Class Coupe,268,43
Mercedes,2011 Mercedes-Benz E-Class Coupe,268,43
Mercedes,2011 Mercedes-Benz E-Class Coupe,382,38
Chevrolet,2010 Chevrolet Corvette Coupe,430,42
Chevrolet,2010 Chevrolet Corvette Coupe,430,40
Chevrolet,2010 Chevrolet Corvette Coupe,430,42
Chevrolet,2010 Chevrolet Corvette Coupe,430,40
Chevrolet,2010 Chevrolet Corvette Coupe,430,42
Chevrolet,2010 Chevrolet Corvette Coupe,430,40
Chevrolet,2010 Chevrolet Corvette Coupe,430,42
Chevrolet,2010 Chevrolet Corvette Coupe,430,40
Mercedes,2010 Mercedes-Benz E-Class Sedan,268,41
Mercedes,2010 Mercedes-Benz E-Class Sedan,382,38
Mercedes,2010 Mercedes-Benz E-Class Sedan,382,40
Mercedes,2010 Mercedes-Benz E-Class Sedan,268,44
AMG,2010 Mercedes-Benz E-Class Sedan,518,33
BMW Motorrad,2010 BMW 3 Series Coup,230,46
BMW,2010 BMW 3 Series Coup,300,42
BMW Motorrad,2010 BMW 3 Series Coup,230,42
BMW,2010 BMW 3 Series Coup,300,43
BMW,2010 BMW 3 Series Coup,300,43
BMW Motorrad,2010 BMW 3 Series Coup,230,46
BMW Motorrad,2010 BMW 3 Series Coup,230,42
BMW,2010 BMW 3 Series Coup,300,41
Chevrolet,2012 Chevrolet Corvette ZR1,638,35
Chevrolet,2012 Chevrolet Corvette ZR1,638,35
Chevrolet,2011 Chevrolet Corvette ZR1,638,34
Chevrolet,2011 Chevrolet Corvette ZR1,638,34
Chevrolet,2010 Chevrolet Corvette ZR1,638,34
Chevrolet,2010 Chevrolet Corvette ZR1,638,34
Nissan,2011 Nissan Sentra,200,49
Nissan,2011 Nissan Sentra,140,55
Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,430,40
Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,430,40
Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,430,40
Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2012 Chevrolet Corvette Grand Sport Coupe,430,40
BMW,2011 BMW 3 Series Coup,300,45
BMW Motorrad,2011 BMW 3 Series Coup,230,46
BMW Motorrad,2011 BMW 3 Series Coup,230,42
BMW,2011 BMW 3 Series Coup,300,47
BMW Motorrad,2011 BMW 3 Series Coup,230,46
BMW Motorrad,2011 BMW 3 Series Coup,230,43
BMW,2011 BMW 3 Series Coup,320,44
BMW,2011 BMW 3 Series Coup,300,45
BMW,2011 BMW 3 Series Coup,300,47
Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,430,40
Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,430,40
Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,430,40
Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,430,40
Mercedes,2011 Mercedes-Benz E-Class Sedan,382,38
Mercedes,2011 Mercedes-Benz E-Class Sedan,382,38
Mercedes,2011 Mercedes-Benz E-Class Sedan,268,41
AMG,2011 Mercedes-Benz E-Class Sedan,518,33
Mercedes,2011 Mercedes-Benz E-Class Sedan,210,55
Mercedes,2011 Mercedes-Benz E-Class Sedan,268,41
Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,430,40
Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,430,40
Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,430,40
Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,430,42
Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,430,40
Mercedes,2011 Mercedes-Benz E-Class Wagon,268,39
Mercedes,2010 Mercedes-Benz G-Class,382,26
Mercedes-AMG,2010 Mercedes-Benz G-Class,500,26
Mercedes,2011 Mercedes-Benz G-Class,382,26
Mercedes-AMG,2011 Mercedes-Benz G-Class,500,24
Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,430,40
Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,430,42
Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,430,40
Cadillac,2010 Cadillac CTS Sport Sedan,270,42
Cadillac,2010 Cadillac CTS Sport Sedan,270,45
Cadillac,2011 Cadillac Escalade ESV,403,32
Cadillac,2010 Cadillac CTS Sport Sedan,270,42
Cadillac,2010 Cadillac CTS Sport Sedan,270,45
Cadillac,2010 Cadillac CTS Sport Sedan,270,45
Cadillac,2010 Cadillac CTS Sport Sedan,270,45
Cadillac,2010 Cadillac CTS Sport Sedan,304,41
Cadillac,2010 Cadillac CTS Sport Sedan,304,45
Cadillac,2010 Cadillac CTS Sport Sedan,304,41
Cadillac,2010 Cadillac CTS Sport Sedan,304,45
Cadillac,2010 Cadillac CTS Sport Sedan,304,45
Cadillac,2010 Cadillac CTS Sport Sedan,304,45
Mitsubishi,2011 Mitsubishi Lancer Evolution,291,40
Mitsubishi,2010 Mitsubishi Lancer Evolution,291,38
Mitsubishi,2011 Mitsubishi Lancer Sportback,148,56
Mitsubishi,2011 Mitsubishi Lancer Sportback,168,53
Mitsubishi,2010 Mitsubishi Lancer Sportback,168,47
Mitsubishi,2011 Mitsubishi Outlander,230,45
Mitsubishi,2010 Mitsubishi Outlander,230,42
Mitsubishi,2010 Mitsubishi Outlander,230,44
Mitsubishi,2010 Mitsubishi Outlander,230,42
Cadillac,2011 Cadillac CTS Coupe,304,45
Cadillac,2011 Cadillac CTS Coupe,304,45
Cadillac,2011 Cadillac CTS Coupe,304,41
Cadillac,2011 Cadillac CTS Coupe,304,45
Cadillac,2011 Cadillac CTS Coupe,304,45
Cadillac,2011 Cadillac CTS Coupe,304,41
Cadillac,2011 Cadillac CTS Coupe,304,45
Cadillac,2011 Cadillac CTS Coupe,304,45
Toyota,2010 Toyota Sequoia,310,33
Toyota,2010 Toyota Sequoia,381,33
Toyota,2010 Toyota Sequoia,310,31
Toyota,2010 Toyota Sequoia,381,31
Toyota,2010 Toyota Sequoia,381,31
Toyota,2010 Toyota Sequoia,381,33
Toyota,2010 Toyota Sequoia,381,31
Toyota,2010 Toyota Sequoia,381,31
Toyota,2010 Toyota Sequoia,381,33
Toyota,2010 Toyota Sequoia,381,31
Toyota,2010 Toyota Sequoia,381,31
Mitsubishi,2011 Mitsubishi Outlander Sport,148,55
Cadillac,2011 Cadillac DTS,275,38
Cadillac,2011 Cadillac DTS,275,38
Cadillac,2011 Cadillac DTS,275,38
Cadillac,2011 Cadillac DTS,292,38
Infiniti,2011 Infiniti EX,297,41
Infiniti,2011 Infiniti EX,297,41
Infiniti,2011 Infiniti EX,297,41
Infiniti,2011 Infiniti EX,297,41
BMW,2010 BMW 3 Series Sedan,300,43
BMW,2010 BMW 3 Series Sedan,300,42
BMW Motorrad,2010 BMW 3 Series Sedan,230,46
BMW,2010 BMW 3 Series Sedan,265,59
BMW Motorrad,2010 BMW 3 Series Sedan,230,42
BMW,2010 BMW 3 Series Sedan,300,41
BMW Motorrad,2010 BMW 3 Series Sedan,230,42
BMW Motorrad,2010 BMW 3 Series Sedan,230,46
BMW,2010 BMW 3 Series Sedan,300,43
Mercedes,2010 Mercedes-Benz GL-Class,210,40
Mercedes-Benz,2010 Mercedes-Benz GL-Class,335,30
Mercedes,2010 Mercedes-Benz GL-Class,382,29
Nissan,2010 Nissan Sentra,140,55
Nissan,2010 Nissan Sentra,200,49
Mercedes,2011 Mercedes-Benz GL-Class,382,29
Mercedes-Benz,2011 Mercedes-Benz GL-Class,335,31
Mercedes,2011 Mercedes-Benz GL-Class,210,38
Nissan,2011 Nissan Versa Hatchback,122,57
Nissan,2011 Nissan Versa Hatchback,122,56
Nissan,2010 Nissan Versa Hatchback,122,56
Nissan,2010 Nissan Versa Hatchback,122,57
Mercedes,2010 Mercedes-Benz GLK-Class,268,38
Mercedes,2010 Mercedes-Benz GLK-Class,268,37
Mercedes,2011 Mercedes-Benz GLK-Class,268,37
Mercedes,2011 Mercedes-Benz GLK-Class,268,39
BMW,2011 BMW 3 Series Sedan,265,59
BMW,2011 BMW 3 Series Sedan,300,45
BMW Motorrad,2011 BMW 3 Series Sedan,230,46
BMW Motorrad,2011 BMW 3 Series Sedan,230,43
BMW Motorrad,2011 BMW 3 Series Sedan,230,42
BMW Motorrad,2011 BMW 3 Series Sedan,230,46
BMW,2011 BMW 3 Series Sedan,300,47
BMW,2011 BMW 3 Series Sedan,300,45
BMW,2011 BMW 3 Series Sedan,300,47
Ford,2012 Ford Escape,171,51
Ford,2012 Ford Escape,171,49
Ford,2012 Ford Escape,171,47
Ford,2012 Ford Escape,171,49
Ford,2012 Ford Escape,240,33
Ford,2012 Ford Escape,171,47
Ford,2012 Ford Escape,240,30
Ford,2012 Ford Escape,171,49
Ford,2012 Ford Escape,240,33
Ford,2012 Ford Escape,171,47
Ford,2012 Ford Escape,240,30
Ford,2011 Ford Escape,171,51
Ford,2011 Ford Escape,171,49
Ford,2011 Ford Escape,171,48
Ford,2011 Ford Escape,171,49
Ford,2011 Ford Escape,240,44
Ford,2011 Ford Escape,171,48
Ford,2011 Ford Escape,240,30
Ford,2011 Ford Escape,171,49
Ford,2011 Ford Escape,240,44
Ford,2011 Ford Escape,171,48
Mercedes,2010 Mercedes-Benz R-Class,210,42
Mercedes,2010 Mercedes-Benz R-Class,268,33
Mercedes,2011 Mercedes-Benz R-Class,210,42
Mercedes,2011 Mercedes-Benz R-Class,268,34
Chevrolet,2012 Chevrolet Cruze,138,61
Chevrolet,2012 Chevrolet Cruze,138,57
Chevrolet,2012 Chevrolet Cruze,138,64
Chevrolet,2012 Chevrolet Cruze,138,64
Chevrolet,2012 Chevrolet Cruze,138,70
Chevrolet,2012 Chevrolet Cruze,138,65
Chevrolet,2012 Chevrolet Cruze,138,64
Chevrolet,2012 Chevrolet Cruze,138,64
Chevrolet,2012 Chevrolet Cruze,138,64
BMW Motorrad,2010 BMW 3 Series Sports Wagon,230,42
BMW Motorrad,2010 BMW 3 Series Sports Wagon,230,43
BMW Motorrad,2010 BMW 3 Series Sports Wagon,230,42
BMW Motorrad,2010 BMW 3 Series Sports Wagon,230,45
Chevrolet,2011 Chevrolet Cruze,136,62
Chevrolet,2011 Chevrolet Cruze,136,57
Chevrolet,2011 Chevrolet Cruze,138,60
Chevrolet,2011 Chevrolet Cruze,138,70
Chevrolet,2011 Chevrolet Cruze,138,63
Chevrolet,2011 Chevrolet Cruze,138,60
Chevrolet,2011 Chevrolet Cruze,138,60
Cadillac,2011 Cadillac SRX,265,43
Cadillac,2011 Cadillac SRX,265,43
Cadillac,2011 Cadillac SRX,265,43
Cadillac,2011 Cadillac SRX,265,40
Cadillac,2011 Cadillac SRX,265,43
Cadillac,2011 Cadillac SRX,265,40
Cadillac,2011 Cadillac SRX,265,40
Ford,2010 Ford Escape,171,50
Ford,2010 Ford Escape,171,49
Ford,2010 Ford Escape,171,48
Ford,2010 Ford Escape,171,49
Ford,2010 Ford Escape,240,44
Ford,2010 Ford Escape,171,48
Ford,2010 Ford Escape,240,30
Ford,2010 Ford Escape,171,49
Ford,2010 Ford Escape,240,44
Ford,2010 Ford Escape,171,48
Ford,2010 Ford Escape,240,30
Nissan,2011 Nissan Versa Sedan,122,56
Nissan,2011 Nissan Versa Sedan,122,57
Nissan,2011 Nissan Versa Sedan,122,56
Nissan,2011 Nissan Versa Sedan,107,60
Nissan,2011 Nissan Versa Sedan,107,58
Nissan,2011 Nissan Versa Sedan,107,60
Cadillac,2011 Cadillac Escalade ESV,403,31
Cadillac,2011 Cadillac Escalade ESV,403,25
Cadillac,2011 Cadillac Escalade ESV,403,22
Cadillac,2011 Cadillac Escalade ESV,403,25
Cadillac,2011 Cadillac Escalade ESV,403,31
Cadillac,2011 Cadillac Escalade ESV,403,25
Cadillac,2011 Cadillac Escalade ESV,403,31
Nissan,2010 Nissan Versa Sedan,122,57
Nissan,2010 Nissan Versa Sedan,107,59
Nissan,2010 Nissan Versa Sedan,122,56
Nissan,2010 Nissan Versa Sedan,107,60
Nissan,2010 Nissan Versa Sedan,122,56
Nissan,2010 Nissan Versa Sedan,107,60
BMW Motorrad,2011 BMW 3 Series Sports Wagon,230,43
BMW Motorrad,2011 BMW 3 Series Sports Wagon,230,45
BMW Motorrad,2011 BMW 3 Series Sports Wagon,230,42
BMW Motorrad,2011 BMW 3 Series Sports Wagon,230,43
Cadillac,2010 Cadillac Escalade ESV,403,34
Cadillac,2010 Cadillac Escalade ESV,403,25
Cadillac,2010 Cadillac Escalade ESV,403,34
Cadillac,2010 Cadillac Escalade ESV,403,25
Cadillac,2010 Cadillac Escalade ESV,403,26
Cadillac,2010 Cadillac Escalade ESV,403,25
Cadillac,2010 Cadillac Escalade ESV,403,34
Cadillac,2010 Cadillac Escalade ESV,403,33
Cadillac,2011 Cadillac Escalade Hybrid,332,43
Cadillac,2011 Cadillac Escalade Hybrid,332,43
Cadillac,2011 Cadillac Escalade Hybrid,332,43
Cadillac,2011 Cadillac Escalade Hybrid,332,43
Dodge,2011 Dodge Avenger,173,51
Dodge,2011 Dodge Avenger,173,51
Dodge,2011 Dodge Avenger,283,48
Dodge,2011 Dodge Avenger,173,51
Honda,2011 Honda CR-V,180,49
Honda,2011 Honda CR-V,180,48
Honda,2011 Honda CR-V,180,49
Honda,2011 Honda CR-V,180,48
Honda,2011 Honda CR-V,180,49
Honda,2011 Honda CR-V,180,48
Honda,2011 Honda CR-V,180,49
Honda,2011 Honda CR-V,180,48
Dodge,2010 Dodge Avenger,173,51
Dodge,2010 Dodge Avenger,173,51
Dodge,2010 Dodge Avenger,173,51
Honda,2010 Honda CR-V,180,49
Honda,2010 Honda CR-V,180,48
Honda,2010 Honda CR-V,180,49
Honda,2010 Honda CR-V,180,48
Honda,2010 Honda CR-V,180,49
Honda,2010 Honda CR-V,180,48
Cadillac,2010 Cadillac Escalade Hybrid,332,43
Cadillac,2010 Cadillac Escalade Hybrid,332,43
Cadillac,2010 Cadillac DTS,275,38
Cadillac,2010 Cadillac DTS,275,38
Cadillac,2010 Cadillac DTS,275,38
Cadillac,2010 Cadillac DTS,292,37
Honda,2011 Honda Element,166,45
Honda,2011 Honda Element,166,43
Honda,2011 Honda Element,166,45
Honda,2011 Honda Element,166,43
Cadillac,2010 Cadillac SRX,265,43
Cadillac,2010 Cadillac SRX,265,43
Cadillac,2010 Cadillac SRX,265,40
Cadillac,2010 Cadillac SRX,265,43
Cadillac,2010 Cadillac SRX,265,40
Cadillac,2010 Cadillac SRX,300,37
Cadillac,2010 Cadillac SRX,265,43
Cadillac,2010 Cadillac SRX,265,40
Cadillac,2010 Cadillac SRX,300,37
Cadillac,2011 Cadillac Escalade,403,25
Cadillac,2011 Cadillac Escalade,403,24
Cadillac,2011 Cadillac Escalade,403,25
Cadillac,2011 Cadillac Escalade,403,24
Cadillac,2011 Cadillac Escalade,403,25
Cadillac,2011 Cadillac Escalade,403,24
Cadillac,2011 Cadillac Escalade,403,25
Cadillac,2011 Cadillac Escalade,403,31
Nissan,2011 Nissan Xterra,261,36
Nissan,2011 Nissan Xterra,261,38
Nissan,2011 Nissan Xterra,261,35
Nissan,2011 Nissan Xterra,261,35
Nissan,2011 Nissan Xterra,261,38
Nissan,2011 Nissan Xterra,261,36
Nissan,2011 Nissan Xterra,261,35
Nissan,2010 Nissan Xterra,261,35
Nissan,2010 Nissan Xterra,261,35
Nissan,2010 Nissan Xterra,261,36
Nissan,2010 Nissan Xterra,261,36
Nissan,2010 Nissan Xterra,261,36
Nissan,2010 Nissan Xterra,261,35
Nissan,2010 Nissan Xterra,261,36
Nissan,2010 Nissan Xterra,261,36
Nissan,2010 Nissan Xterra,261,36
Nissan,2012 Nissan Altima Coupe,175,54
Nissan,2012 Nissan Altima Coupe,270,45
BMW,2010 BMW 5 Series Sedan,300,41
BMW Motorrad,2010 BMW 5 Series Sedan,230,45
BMW,2010 BMW 5 Series Sedan,360,38
BMW Motorrad,2010 BMW 5 Series Sedan,230,46
BMW,2010 BMW 5 Series Sedan,300,42
BMW Motorrad,2010 BMW 5 Series Sedan,230,42
BMW,2010 BMW 5 Series Sedan,360,37
BMW Motorrad,2010 BMW 5 Series Sedan,230,42
BMW,2010 BMW 5 Series Sedan,300,43
BMW,2010 BMW 5 Series Sedan,300,43
Mercedes,2010 Mercedes-Benz M-Class,382,31
Mercedes,2010 Mercedes-Benz M-Class,210,43
Mercedes-AMG,2010 Mercedes-Benz M-Class,503,26
Mercedes,2010 Mercedes-Benz M-Class,268,35
Mercedes,2010 Mercedes-Benz M-Class,268,37
Mercedes,2011 Mercedes-Benz M-Class,268,36
Mercedes,2010 BMW 5 Series Sedan,300,42
Mercedes,2011 Mercedes-Benz M-Class,210,43
BMW Motorrad,2010 BMW 5 Series Sedan,230,42
Mercedes,2011 Mercedes-Benz M-Class,382,31
BMW,2010 BMW 5 Series Sedan,360,37
Nissan,2012 Nissan Sentra,200,49
Nissan,2012 Nissan Sentra,140,55
Nissan,2012 Nissan Versa Hatchback,122,56
Nissan,2012 Nissan Versa Hatchback,122,57
Toyota,2011 Toyota Sienna,187,43
Toyota,2011 Toyota Sienna,266,42
Toyota,2011 Toyota Sienna,187,43
Toyota,2011 Toyota Sienna,266,42
Toyota,2011 Toyota Sienna,266,38
Toyota,2011 Toyota Sienna,266,42
Toyota,2011 Toyota Sienna,266,42
Toyota,2011 Toyota Sienna,266,42
Toyota,2011 Toyota Sienna,266,38
Toyota,2011 Toyota Sienna,266,42
Toyota,2011 Toyota Sienna,266,42
Toyota,2011 Toyota Sienna,266,38
BMW,2011 BMW 5 Series Sedan,400,37
BMW,2011 BMW 5 Series Sedan,300,50
BMW,2011 BMW 5 Series Sedan,300,47
BMW,2011 BMW 5 Series Sedan,400,42
Nissan,2012 Nissan Versa Sedan,109,63
Mercedes,2011 Mercedes-Benz SL-Class,382,36
AMG,2011 Mercedes-Benz SL-Class,518,31
Mercedes-AMG,2011 Mercedes-Benz SL-Class,604,30
Mercedes,2010 Mercedes-Benz SLK-Class,228,44
Mercedes-Benz,2010 Mercedes-Benz SLK-Class,300,43
Mercedes-AMG,2010 Mercedes-Benz SLK-Class,355,36
Mercedes,2011 Mercedes-Benz SLK-Class,228,43
Mercedes-Benz,2011 Mercedes-Benz SLK-Class,300,44
Mercedes,2010 Mercedes-Benz SLK-Class,228,45
Lincoln,2011 Lincoln MKS,273,39
Lincoln,2011 Lincoln MKS,355,42
Lincoln,2011 Lincoln MKS,273,41
Lincoln,2010 Lincoln MKS,273,41
Lincoln,2010 Lincoln MKS,355,42
Lincoln,2010 Lincoln MKS,273,39
BMW,2010 BMW 5 Series Sports Wagon,300,40
BMW,2010 BMW 5 Series Sports Wagon,300,39
Mercedes,2011 Mercedes-Benz SLK-Class,228,45
Lincoln,2011 Lincoln MKT,355,37
Lincoln,2011 Lincoln MKT,268,38
Lincoln,2011 Lincoln MKT,268,40
Lincoln,2010 Lincoln MKT,268,40
Lincoln,2010 Lincoln MKT,268,38
Lincoln,2010 Lincoln MKT,355,38
Lincoln,2011 Lincoln MKX,305,45
Lincoln,2011 Lincoln MKX,305,40
Lincoln,2010 Lincoln MKX,265,40
Lincoln,2010 Lincoln MKX,265,43
Cadillac,2010 Cadillac Escalade,403,34
Cadillac,2010 Cadillac Escalade,403,25
Cadillac,2010 Cadillac Escalade,403,26
Cadillac,2010 Cadillac Escalade,403,33
Cadillac,2010 Cadillac Escalade,403,34
Cadillac,2010 Cadillac Escalade,403,25
Cadillac,2010 Cadillac Escalade,403,34
Cadillac,2010 Cadillac Escalade,403,33
Lincoln,2011 Lincoln MKZ Sedan,263,45
Lincoln,2011 Lincoln MKZ Sedan,263,41
Lincoln,2010 Lincoln MKZ Sedan,263,41
Lincoln,2010 Lincoln MKZ Sedan,263,39
Mazda,2010 Mazda CX-9,273,38
Mazda,2010 Mazda CX-9,273,36
Mazda,2010 Mazda CX-9,273,38
Mazda,2010 Mazda CX-9,273,36
Mazda,2010 Mazda CX-9,273,38
Mazda,2010 Mazda CX-9,273,36
Toyota,2010 Toyota Sienna,266,40
Toyota,2010 Toyota Sienna,266,40
Toyota,2010 Toyota Sienna,266,40
Toyota,2010 Toyota Sienna,266,37
Toyota,2010 Toyota Sienna,266,40
Toyota,2010 Toyota Sienna,266,40
Toyota,2010 Toyota Sienna,266,40
Toyota,2010 Toyota Sienna,266,40
Toyota,2010 Toyota Sienna,266,37
Honda,2010 Honda Element,166,45
Honda,2010 Honda Element,166,43
Honda,2010 Honda Element,166,45
Honda,2010 Honda Element,166,41
Honda,2010 Honda Element,166,43
Honda,2010 Honda Element,166,41
Honda,2010 Honda Element,166,45
Mazda,2011 Mazda Mazda2,100,64
Mazda,2011 Mazda Mazda2,100,60
Mazda,2011 Mazda Mazda2,100,64
Mazda,2011 Mazda Mazda2,100,60
Mazda,2011 Mazda Mazda3 4-Door,148,58
Mazda,2011 Mazda Mazda3 4-Door,148,58
Mazda,2011 Mazda Mazda3 4-Door,148,57
Mazda,2011 Mazda Mazda3 4-Door,148,58
Mazda,2011 Mazda Mazda3 4-Door,148,57
Mazda,2011 Mazda Mazda3 4-Door,167,48
Mazda,2011 Mazda Mazda3 4-Door,167,51
Mazda,2011 Mazda Mazda3 4-Door,167,48
Mazda,2011 Mazda Mazda3 4-Door,167,49
Mazda,2011 Mazda Mazda3 5-Door,167,48
Mazda,2011 Mazda Mazda3 5-Door,167,51
Mazda,2011 Mazda Mazda3 5-Door,167,48
Mazda,2011 Mazda Mazda3 5-Door,167,51
Ford,2012 Ford Explorer,290,43
Ford,2012 Ford Explorer,240,48
Ford,2012 Ford Explorer,290,40
Ford,2012 Ford Explorer,290,43
Ford,2012 Ford Explorer,240,48
Ford,2012 Ford Explorer,290,40
Ford,2012 Ford Explorer,290,43
Ford,2012 Ford Explorer,240,48
Ford,2012 Ford Explorer,290,40
Mazda,2010 Mazda Mazda3 5-Door,167,50
Mazda,2010 Mazda Mazda3 5-Door,167,51
Mazda,2010 Mazda Mazda3 5-Door,167,50
Mazda,2010 Mazda Mazda3 5-Door,167,51
Ford,2011 Ford Explorer,290,42
Ford,2011 Ford Explorer,290,40
Ford,2011 Ford Explorer,290,42
Ford,2011 Ford Explorer,290,40
Ford,2011 Ford Explorer,290,42
Ford,2011 Ford Explorer,290,40
Mazda,2010 Mazda Mazda3 4-Door,148,58
Mazda,2010 Mazda Mazda3 4-Door,148,58
Mazda,2010 Mazda Mazda3 4-Door,148,57
Mazda,2010 Mazda Mazda3 4-Door,148,58
Mazda,2010 Mazda Mazda3 4-Door,148,57
Mazda,2010 Mazda Mazda3 4-Door,167,50
Mazda,2010 Mazda Mazda3 4-Door,167,51
Mazda,2010 Mazda Mazda3 4-Door,167,50
Mazda,2010 Mazda Mazda3 4-Door,167,51
Mazda,2011 Mazda Mazdaspeed3,263,43
Mazda,2010 Mazda Mazdaspeed3,263,43
Ford,2010 Ford Explorer,210,34
Ford,2010 Ford Explorer,210,32
Ford,2010 Ford Explorer,210,32
Ford,2010 Ford Explorer,292,33
Ford,2010 Ford Explorer,210,34
Ford,2010 Ford Explorer,210,32
Ford,2010 Ford Explorer,292,33
Ford,2010 Ford Explorer,210,34
Ford,2010 Ford Explorer,210,32
Ford,2010 Ford Explorer,210,32
Ford,2010 Ford Explorer,292,33
Mazda,2012 Mazda Mazda5,157,49
Mazda,2012 Mazda Mazda5,157,49
Mazda,2012 Mazda Mazda5,157,49
Mazda,2012 Mazda Mazda5,157,49
